date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
30-Jul-18	09:55:23	7235085	Katie Mendoza	"408 Kathryn Plains
North Amberton, MN 37666"	604-529-2313	Configuration: Fire TV Stick	I used Chromecast before this, it was okay. But I love the FireStick. Works great, doesn’t lag. Would recommend!	5	1
30-Jul-18	08:30:00	6540106	Julia Figueroa	"56323 Wilson Brooks
Berryview, TN 05931"	(675)314-3305	Black  Dot	Needs to be smarter	4	1
30-Jul-18	15:38:32	8071291	Kimberly Raymond	"032 Timothy Spur Apt. 223
Mckenzieland, WA 14801"	4135087211	Black  Dot	This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.	1	0
30-Jul-18	20:14:32	5359439	Brian Stephenson	"287 Mary Centers
Weberview, IL 48745"	2167066884	Configuration: Fire TV Stick	I used to use my laptop for anything show watching, including Netflix, but I am glad I bought this. This is super easy to set up and has everything you need with quick and easy access. Definitely worth the buy.	5	1
30-Jul-18	09:43:53	7276232	Holly Graham	"9290 Shah Rapids Apt. 998
New Lawrenceshire, PA 08157"	(680)727-1264	Black  Show	 	5	1
6-Jul-18	07:46:43	4790395	Jonathan Massey	"9272 Stephanie Canyon
Lake Tylerfort, VA 32412"	(993)934-2193	Black	Was Leary about refurbished but work great.	5	1
29-Jul-18	11:20:59	8798752	Raymond Young	"922 Shelton Lock
Jordanland, CA 55717"	(688)215-1708	White  Show	Purchased as a more &#34;personal&#34; contact vehicle for engaging with long distance grandchildren. Works perfectly in every regard. Resolution and sound both better than expected. Highly recommend.	5	1
31-Jul-18	16:15:14	13537	Maria Walker	"822 Combs Crescent Suite 899
New Sean, NM 53519"	2066896747	Black  Dot	I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.	5	1
30-Jul-18	16:00:10	6791056	Jason Edwards	"101 Miller Groves Apt. 987
North Douglasborough, HI 02226"	(343)847-3785	Black  Dot	Not impressed	3	1
15-Jul-18	14:27:46	892874	Rebecca Hoffman	"2154 Alexis Spurs Suite 784
West Laura, PW 12935"	(659)719-8948	White  Plus	Alexa is great only she will laugh or add random comments in conversations. Last night I was asking a sibling why they are using Alexa upstairs versus the one downstairs. Then the echo dot downstairs starting singing “oh technology oh technology” kind of weird but it seems to have a mind of its own.	4	1
28-Jul-18	08:59:29	6844668	Thomas Freeman	"95108 Andre Lock
Lake Denisebury, DC 81539"	8752269862	Black  Plus	Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!	5	1
30-Jul-18	09:39:57	5285275	Dawn Scott	"9597 Ian Oval
Patrickview, CO 35138"	(943)714-2785	Black  Spot	It was a gift and the recipient love love loves it 😍💋💋💋💋❤!	4	1
30-Jul-18	23:44:19	5912138	Tracy Evans	"32433 Smith Plains
Shanetown, MP 11683"	5342754491	Black  Dot	It does what it's suppose to do great product.	5	1
30-Jul-18	12:22:47	8034426	Janice Mendoza	"09913 Madison Parkways
East Nicole, ME 37955"	3716912566	Charcoal Fabric 	Great technology!! Can't believe the speaker volume and quality is so wonderful. Wish I had bought another one!	5	1
30-Jul-18	14:31:11	2063214	Lisa Hopkins	"95219 Hall Union
Kristinchester, NJ 24054"	(392)464-3039	Black  Dot	I had put this off for awhile but finally got around to buying 3 of them for my home. My wife is legally blind and cannot use the computer. This has been a Godsend, 100%. We have the Amazon music for her and now she can listen to music, check the weather, get phone numbers, make calls, etc., etc.. We are still learning but I tell you, this is absolutely amazing. I purchased 4 more for my extended family and the grandchildren absolutely love playing their music on Alexa. With the wifi and direct cable capability, the speaker/stereo options are there for the choosing. This is well worth the money. You won't regret this at all!	5	1
21-Jun-18	16:26:48	3088751	George Peck	"6296 Jessica Divide Apt. 170
Josephbury, NE 37028"	(610)843-8506	White	It worked like a brandnew unit! Great addition to my collection.	5	1
30-Jul-18	11:42:42	7574013	Lisa King	"51651 Lee Corner Suite 840
Jennyburgh, MO 62858"	7927260330	Configuration: Fire TV Stick	My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.	1	0
29-Jul-18	12:26:17	4938360	Laura Smith	"92148 Bailey Bypass
South Shane, AS 23352"	657-482-4868	Black  Spot	Eh it’s cool and all but also kinda boring I don’t really know what to do with it other than it being a desk clock so 3/5 is about right. I can’t connect to my Spotify unless it’s premium and I’m in college and I’m not paying or that or amazon music so	3	1
29-Jul-18	20:38:03	4082960	Ricardo Harmon	"327 James Locks
Jacksonland, AL 14136"	(267)332-1041	Black  Show	Versatile use, can watch movies or news.  Able to use as remote for vehicle.  Or use as a communication hub for the home.  Great produc!!!	5	1
28-Jul-18	02:31:30	6635945	David Cooper	"629 Pruitt Parkway
Lake Andrew, WI 74916"	421-314-6748	Charcoal Fabric 	Works awesome!	4	1
29-Jul-18	09:10:35	167067	Taylor Leonard DDS	"PSC 7140, Box 3391
APO AP 16159"	9594524237	White  Show	We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking	5	1
30-Jul-18	17:55:55	5210606	Philip Scott	"082 Hector Locks Suite 173
East Tammy, NE 02673"	(871)823-8376	White  Spot	This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.	5	1
30-Jul-18	19:48:15	4709104	Megan Jenkins	"4021 Baker Station
Lake Breanna, NM 39258"	(282)226-4440	Configuration: Fire TV Stick	Love the Firestick thinking about canceling the satellite	5	1
29-Jul-18	01:12:09	8883089	Kristy Ramsey	"3215 Vanessa Prairie
Andersonchester, FL 52013"	(557)874-7873	Black  Show	I took advantage of prime Friday and decided to take a chance and purchase one.  I enjoy the features it comes with. I'm sorry I didn't purchase two of them  Well worth the money.  Its looks great on my nightstand.  Every night it puts me to steep with sleeping music.  Happy customer!	4	1
30-Jul-18	13:57:24	227781	Bonnie Reynolds	"Unit 1248 Box 8196
DPO AA 72487"	8303794517	Configuration: Fire TV Stick	Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice	3	1
30-Jul-18	03:48:20	2254307	Cindy King	"5077 Rachel Ports Apt. 255
Gardnerland, PA 36205"	520-300-1984	White  Dot	I like having more Alexa devices in my house and the sales price on amazon prime day was too tempting.	4	1
30-Jul-18	12:09:30	5410383	Joseph Meyer	"PSC 5973, Box 4329
APO AE 59567"	4547379471	Configuration: Fire TV Stick	Once connected it brought so many options to view. We connected with quite a few of the channels.Must have,	5	1
30-Jul-18	19:06:36	6119250	Darlene Thornton	"29580 Sherman Junctions
Murphyfort, TN 64374"	962-219-0778	Charcoal Fabric 	We like it all so far, but have a lot to try out yet.	5	1
30-Jul-18	18:13:33	1179987	Sara Collins	"7749 Church Cliffs
South Elizabethside, NJ 32107"	510-975-2780	Black  Dot	I am in love with alexa	5	1
30-Jul-18	10:12:45	2264427	Dr. Perry Pruitt	"814 Austin Trail Suite 535
Atkinsberg, MS 32209"	738-671-4950	Heather Gray Fabric 	Really happy with this purchase.  Great speaker and easy to set up.	5	1
30-Jul-18	21:34:19	6266025	Brian Bowers	"443 Day Rapid Apt. 014
Brendaport, MH 57783"	859-674-4433	Black  Dot	The volume is very low	1	0
29-Jul-18	12:22:33	8401379	Dana Wilson	"648 Michael Parkway Apt. 727
South Antonioside, NJ 85574"	(865)305-1129	Black  Plus	Very satisfied with the purchase. The package came in good time and was just as expected	5	1
30-Jul-18	15:54:36	3339850	Marvin Thompson	"07757 Patterson Hill
Lake Elizabethfort, GA 87901"	305-420-1497	Black  Dot	This is pretty cool	4	1
30-Jul-18	23:35:14	1422671	Jennifer Hernandez	"0064 Faulkner Burg
West Emily, GA 37592"	4666153754	White  Spot	I love my Echo Spot.  Waking to my favorite music.  Being able to completely turn off display at night so my bedroom is dark.  All the skills I have yet to try.  Easy to use.	5	1
26-Jul-18	23:17:07	4766751	Scott Coleman	"31403 Little Stravenue Apt. 892
Port Lisa, TX 25083"	880-871-7642	White  Spot	Great buy!	5	1
30-Jul-18	15:11:32	1958986	Dawn Garcia	"37217 Kevin Radial Suite 601
West Ernest, VA 02216"	8022462377	Sandstone Fabric 	How did I live this long without the Echo . You get to enjoy any music style  just my asking Alexa . Going to up-greade to the wireless . Love the Echo . Love you too Alexa .	5	1
30-Jul-18	01:41:59	564945	Franklin Austin	"9697 Villa Forges
Lake Brianna, NC 35862"	881-671-5985	Configuration: Fire TV Stick	Ease of use!	5	1
30-Jul-18	12:04:52	5137587	Amber Melton	"6319 Smith Oval Suite 886
Howardport, FL 72645"	9128260570	Black  Plus	It’s a great product and easily set up just have to get it in sync with your personal set up	5	1
30-Jul-18	17:28:38	3508259	Jamie Garcia	"75601 Russell Hill
Port Joseph, NJ 90326"	(600)732-1738	Black  Dot	Small size works great in our sunroom.	5	1
29-Jul-18	14:02:10	6162718	Jose Lowe	"24695 Anna Court Apt. 557
Lake Barbarafort, MA 61316"	(636)606-0726	Black  Show	I loved talking it out of the box and being able to easily set up.	5	1
30-Jul-18	23:39:07	2691242	Kevin Thomas	"PSC 1234, Box 2069
APO AE 65606"	7539636051	Black  Dot	 	5	1
21-Jul-18	10:52:24	2977843	Andrew Wood	"82963 Jones Crescent Apt. 610
Port Krista, DC 33225"	898-902-5825	Black  Spot	I got this on Prime day and figured I'd see what all the hype is about.  Honestly I didn't really want to like it as personally bugging my house seems kinda weird, but honestly, I love it.  Like it or not this is the way the world is going, so why not.I loved it so much I ordered 2.  I didn't get the Show because it looks like it came from the 1990's and is downright ugly.  I have no interest on watching anything on these devices anyway, so the Spot's screen does not bother me - although it is very clear.Alexa can hear you from pretty much everywhere.  My favorite part about this is having it in our living room where it's hooked up to our bluetooth soundbar - where I can just say play any song I want and it will.  I guess I could just pick up my smartphone to do that, but you don't know how much easier it is to interact with media using your voice rather than navigating through multiple pages.The one thing that I am not a fan of is the home screen cards do not really rotate that much - they also do not rotate when playing music.  I'd love for it to display the weather as I listen to music.The screen is clear and I also really enjoy Alexa being able to tell me how my commute will be - there is a great skill that you can download that will tell you traffic to 5 different places (that you program and name) so you can say alexa give me traffic to my parents - and she will tell you the best route and time you will arrive in current traffic.  I have this programmed for my parents, fiances parents, work, and her work.  So it really works great.The one thing that I actually preferred the Dot over the Spot is the dot will light up different colors when you have package notifications.. I have not seen the Spot really do much for package notifications yet.  The dot it was very easy to tell when something was delivered.  I would recommend Amazon do exactly what they did for the Dot but on the Spot - the Dot lights up colors - why can't the Spot ?  The same way you command alexa and you get that blue ring, just make that ring yellow when a package is updated for delivery.Overall it's a great device that I am looking forward to integrating my home around.  I'm already looking at dash buttons, smart plugs, etc..- and = when I become a home owner instead of renting where I can't tinker with my thermostat I will be purchasing a Nest down the road for HVAC integration.	5	1
30-Jul-18	19:11:31	3588200	Kathy Lin	"44758 Parker Club Apt. 722
North Brianmouth, MN 22496"	(466)522-8547	Configuration: Fire TV Stick	Menu doesn’t work. Says it can’t connect to amazon network	1	0
30-Jul-18	12:56:35	7923184	Edward Mullen	"999 Escobar Islands Suite 507
West Jefferymouth, PA 88700"	836-565-6171	Black  Dot	small footprint.  nice clarity.	5	1
29-Jul-18	09:41:54	4604244	Candice Martinez	"25208 Ashley Avenue
Christineport, NJ 38839"	(728)271-5773	White  Plus	Pretty cool. I have only begun to figure out things she does.	4	1
30-Jul-18	19:03:05	874847	David Stewart	"4466 Vincent Drives
Lindseyfurt, MI 10839"	739-696-0502	Configuration: Fire TV Stick	I loved the I can use voice to make a request. I use it for music and movies.	5	1
26-Jul-18	04:11:48	1480452	Beth Becker	"13853 Jackson Crescent
Lopezton, AZ 05830"	5863589143	Black  Spot	I have two. One in my computer room and the other that I move around out on the deck. Not great for watching video, but it can be done. With the added sound you don't get from the Echo Dot, it is perfect for the location I have it in. Add whole house music, and you have just arrived in Nervana.	5	1
26-Jul-18	18:27:14	1643158	Matthew Baldwin	"4522 Sean Mountains Suite 715
Port Michaelburgh, MN 95333"	(882)582-0325	Black  Plus	Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.	5	1
28-Jul-18	00:59:30	222573	Casey Beck	"3837 Gardner Forge
Weavermouth, RI 74863"	(368)357-5327	Black  Plus	I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.	3	1
28-Jul-18	11:42:37	6777738	Adam Thomas	"82278 Nixon Way Suite 936
Cynthiaview, AL 17564"	2736035297	Black  Show	Easy to set up. Plug it in then make some selections for your preferences such as language, temp C or F etc. I am getting more familiar with it and will be adding my calendar and appointments.	5	1
29-Jul-18	01:58:12	7299351	Carl Davis	"40126 Griffin Street
Aprilside, CO 50451"	748-779-4888	Heather Gray Fabric 	 	3	1
26-Jul-18	02:08:03	3799587	Charles Warner	"541 May Drives Suite 606
Lake Ronald, AK 79565"	9457614280	White  Spot	Honestly it's no different from the Echo dots I already own,  other then occasionally seeing the lyrics to a song I'm listening too i really don't see the difference.	2	0
